Media Source,Date,Headline,link,Type (News/Editorial)
wapo,11/16/2023,"Al-Shifa Hospital raid serves as potent symbol in Israel-Gaza warAdam Taylor • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/al-shifa-hospital-symbol-gaza-israel/,News
wapo,11/16/2023,"U.N. Security Council calls for humanitarian pauses in Israel-Gaza warKelsey Ables • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/un-security-council-gaza-resolution-vote/,News
wapo,11/16/2023,"Why the watermelon is a symbol for the Palestinian causeJennifer Hassan and Miriam Berger • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/watermelon-emoji-palestine-meaning-symbol/,News
wapo,11/16/2023,"Fears surge that radical Islamist terrorists will target the U.S.Philip Bump • November 16, 2023",https://www.washingtonpost.com/politics/2023/11/16/terrorism-fears-fox-news-poll/,News
wapo,11/16/2023,"Gaza’s economy, crumbling for years, is being pounded to dustAdam Taylor • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/gaza-economy-war-rebuilding-israel/,News
wapo,11/16/2023,"Gaza’s latest communications blackout could last indefinitely Miriam Berger and Hajar Harb • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/gaza-communications-blackout-phone-internet/,News
wapo,11/16/2023,"Protesters say they wanted Congress’s attention. Police saw a threat.Ellie Silverman and Peter Hermann • November 16, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/16/dnc-protest-israel-gaza-ceasefire-police/,News
wapo,11/16/2023,"Thursday briefing: Senate votes to avert a government shutdown; Gaza hostage negotiations; Biden meets Xi Jinping; and moreJamie Ross and Hannah Jewell • November 16, 2023",https://www.washingtonpost.com/the-seven/2023/11/16/what-to-know-for-november-16/,News
wapo,11/15/2023,"Israeli forces sweep into Gaza’s al-Shifa Hospital, packed with woundedMiriam Berger, Sarah Dadouch, Hannah Allam and Hajar Harb • November 16, 2023",https://www.washingtonpost.com/world/2023/11/15/israel-shifa-hospital-gaza-hamas/,News
wapo,11/15/2023,"Hamas agrees to tentative deal to free dozens of hostages, pending Israel’s approvalKaren DeYoung • November 17, 2023",https://www.washingtonpost.com/national-security/2023/11/15/hamas-israel-gaza-hostage-deal/,News
wapo,11/15/2023,"How Israel built its case to raid Gaza’s al-Shifa Hospital Louisa Loveluck and Meg Kelly • November 15, 2023",https://www.washingtonpost.com/world/2023/11/15/israel-gaza-al-shifa-hospital-raid-case/,News
wapo,11/15/2023,"Israel expands military bereavement policy to same-sex partnersMichele Chabin • November 15, 2023",https://www.washingtonpost.com/religion/2023/11/15/israel-military-bereavement-lgbtq-partners/,News
wapo,11/15/2023,"Montgomery teacher denies Hamas raid, accuses Israel of organ theftNicole Asbury • November 16, 2023",https://www.washingtonpost.com/education/2023/11/15/antisemitism-montgomery-county-teacher/,News
wapo,11/15/2023,"Wednesday briefing: Israel enters Gaza’s largest hospital; a bill to avert a government shutdown; Biden to meet Xi; and moreJamie Ross and Hannah Jewell • November 15, 2023",https://www.washingtonpost.com/the-seven/2023/11/15/what-to-know-for-november-15/,News
wapo,11/15/2023,"Why Israel aid isn’t much more popular than Ukraine aidAaron Blake • November 15, 2023",https://www.washingtonpost.com/politics/2023/11/15/israel-palestinians-gaza-aid/,News
wapo,11/15/2023,"How the U.S. is trying to bring home American hostages held in GazaJoanna Slater • November 16, 2023",https://www.washingtonpost.com/world/2023/11/15/us-hostages-israel-gaza-war/,News
wapo,11/15/2023,"The heavy burdens of war for Gaza’s women and girlsMiriam Berger and Hajar Harb • November 20, 2023",https://www.washingtonpost.com/world/2023/11/15/gaza-women-pregnancy-israel-war/,News
wapo,11/15/2023,"What to know about Gaza’s al-Shifa HospitalKelly Kasulis Cho, Sammy Westfall and Bryan Pietsch • November 16, 2023",https://www.washingtonpost.com/world/2023/11/15/israel-gaza-al-shifa-hospital-hamas-map/,News
wapo,11/14/2023,"Israeli forces enter al-Shifa Hospital amid collapse of Gaza’s medical systemSarah Dadouch, Hazem Balousha, Miriam Berger and Maham Javaid • November 15, 2023",https://www.washingtonpost.com/world/2023/11/14/israel-gaza-hospitals-hamas-civilians/,News
wapo,11/14/2023,"Israeli forces enter hospital in heart of Gaza City, IDF saysKelly Kasulis Cho, Rachel Pannett, Leo Sands, Adela Suliman, Bryan Pietsch, Sarah Dadouch and Maham Javaid • November 14, 2023",https://www.washingtonpost.com/world/2023/11/14/israel-hamas-war-gaza-palestine-live/,News
wapo,11/14/2023,"At March for Israel in D.C., demonstrators demand Hamas release hostagesEllie Silverman, Kyle Swenson, Jasmine Hilton and Joe Heim • November 16, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/14/march-for-israel-dc-rally-national-mall/,News
wapo,11/14/2023,"House members emotional after seeing footage of Oct. 7 attack on IsraelMariana Alfaro and Abigail Hauslohner • November 14, 2023",https://www.washingtonpost.com/politics/2023/11/14/house-members-footage-attack-israel/,News
wapo,11/14/2023,"Israel releases images from al-Shifa Hospital after raidMiriam Berger, Kelsey Ables, Victoria Bisset, Niha Masih, Andrew Jeong, Adela Suliman, Leo Sands, Dan Rosenzweig-Ziff and Sammy Westfall • November 15, 2023",https://www.washingtonpost.com/world/2023/11/14/israel-war-hamas-gaza-al-shifa-news/,News
wapo,11/14/2023,"‘From the river to the sea’: Why a Palestinian rallying cry ignites disputeBryan Pietsch • November 14, 2023",https://www.washingtonpost.com/world/2023/11/14/river-sea-free-palestine-meaning/,News
wapo,11/14/2023,"GWU suspends group over projection of pro-Palestinian slogansMartin Weil and Susan Svrluga • November 15, 2023",https://www.washingtonpost.com/education/2023/11/14/gwu-images-palestinian-students-for-justice/,News
wapo,11/14/2023,"Bernie Sanders faces blowback as progressives urge cease-fire in GazaLiz Goodwin • November 14, 2023",https://www.washingtonpost.com/politics/2023/11/14/sanders-israel-gaza-cease-fire/,News
wapo,11/14/2023,"Google wants governments to form a ‘global AI corps’Cristiano Lima and David DiMolfetta • November 14, 2023",https://www.washingtonpost.com/politics/2023/11/14/google-wants-governments-form-global-ai-corps/,News
wapo,11/14/2023,"Tuesday briefing: Gaza death toll; new videos in Georgia’s Trump case; government shutdown deadline; lower inflation; and moreJamie Ross and Hannah Jewell • November 14, 2023",https://www.washingtonpost.com/the-seven/2023/11/14/what-to-know-for-november-14/,News
wapo,11/13/2023,"Israel presides over a new Palestinian catastropheIshaan Tharoor • November 12, 2023",https://www.washingtonpost.com/world/2023/11/13/palestine-gaza-west-bank-nakba-displacement-israel-catastrophe/,News
wapo,11/13/2023,"Civilian buildings increasingly at center of Israeli operation in GazaShira Rubin, Sarah Dadouch, Miriam Berger and Hazem Balousha • November 13, 2023",https://www.washingtonpost.com/world/2023/11/13/israel-hamas-gaza-hospitals-un/,News
wapo,11/13/2023,"Israeli drone strikes in Jenin signal new strategy, risk militant blowbackLouisa Loveluck, Susannah George and Sufian Taha • November 13, 2023",https://www.washingtonpost.com/world/2023/11/13/jenin-west-bank-violence-palestinians/,News
wapo,11/13/2023,"Here’s what to know about the pro-Israel rally in D.C. on TuesdayEllie Silverman • November 14, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/13/israel-rally-dc-hamas-palestine-gaza-war/,News
wapo,11/13/2023,"Pentagon urged to halt plans for giving Israel artillery suppliesMissy Ryan • November 13, 2023",https://www.washingtonpost.com/national-security/2023/11/13/israel-us-155mm-artillery/,News
wapo,11/13/2023,"TikTok was slammed for its pro-Palestinian hashtags. But it’s not alone.Drew Harwell • November 13, 2023",https://www.washingtonpost.com/technology/2023/11/13/tiktok-facebook-instagram-gaza-hastags/,News
wapo,11/13/2023,"Biden and Bibi are at odds over the Gaza endpoint – for nowOlivier Knox and Caroline Anders • November 13, 2023",https://www.washingtonpost.com/politics/2023/11/13/biden-bibi-are-odds-over-gaza-endpoint-now/,News
wapo,11/13/2023,"Blinken confronts State Dept. dissent over Biden’s Gaza policyMichael Birnbaum and John Hudson • November 14, 2023",https://www.washingtonpost.com/national-security/2023/11/13/dissent-cables-gaza-policy/,News
wapo,11/13/2023,"Gaza’s two biggest hospitals in crisis amid fighting, bombardment, officials sayRachel Pannett, Niha Masih, Jennifer Hassan, Leo Sands, Sarah Dadouch, Sammy Westfall and Miriam Berger • November 14, 2023",https://www.washingtonpost.com/world/2023/11/13/israel-hamas-war-gaza-palestine-live/,News
wapo,11/13/2023,"Monday briefing: Fighting at al-Shifa Hospital; Trump’s defense in New York; Tim Scott; Iceland volcano; and moreHannah Jewell and Jamie Ross • November 13, 2023",https://www.washingtonpost.com/the-seven/2023/11/13/what-to-know-for-november-13/,News
wapo,11/12/2023,"Hamas envisioned deeper attacks, aiming to provoke an Israeli warShira Rubin and Joby Warrick • November 13, 2023",https://www.washingtonpost.com/national-security/2023/11/12/hamas-planning-terror-gaza-israel/,News
wapo,11/12/2023,"Israel’s free speech crackdown: ‘War inside of a war’ Loveday Morris • November 12, 2023",https://www.washingtonpost.com/world/2023/11/12/israel-free-speech-arrests-hamas/,News
wapo,11/12/2023,"Strain of Israel-Gaza war engulfs idyllic New York City suburbTim Craig • November 13, 2023",https://www.washingtonpost.com/nation/2023/11/12/israel-gaza-war-impacts-teaneck-nj/,News
wapo,11/12/2023,"Communications could go out this week, Palestinian official says; health care on the brinkNiha Masih, Kelly Kasulis Cho, Leo Sands, Jennifer Hassan, Miriam Berger, Brittany Shammas and Paulina Villegas • November 13, 2023",https://www.washingtonpost.com/world/2023/11/12/israel-hamas-war-gaza-palestine-live/,News
wapo,11/12/2023,"Netanyahu defends Gaza assault as U.S. warns about fighting near hospitalsClaire Parker, Miriam Berger, Hajar Harb and Heba Farouk Mahfouz • November 13, 2023",https://www.washingtonpost.com/world/2023/11/12/gaza-israel-war-hamas-hospitals/,News
wapo,11/12/2023,"Person held in Detroit synagogue leader’s killing is releasedAnumita Kaur • November 12, 2023",https://www.washingtonpost.com/nation/2023/11/12/detroit-synagogue-death-investigation-latest/,News
wapo,11/11/2023,"Israeli forces push deep into Gaza City amid ‘catastrophic’ struggles at hospitalsLiz Sly, Claire Parker and Sarah Dadouch • November 11, 2023",https://www.washingtonpost.com/world/2023/11/11/gaza-israel-hamas-war/,News
wapo,11/11/2023,"Hamas antitank strikes show depth of ‘powerful’ arsenal facing IsraelWilliam Booth, Judith Sudilovsky, Ellen Nakashima and Alex Horton • November 11, 2023",https://www.washingtonpost.com/world/2023/11/11/hamas-antitank-weapons-gaza-israel/,News
wapo,11/11/2023,"GOP targets Gaza’s biggest relief group, clashing with the White HouseJeff Stein and Jacob Bogage • November 11, 2023",https://www.washingtonpost.com/business/2023/11/11/unrwa-gaza-humanitarian-aid-congress/,News
wapo,11/11/2023,"Medical workers trapped at main Gaza City hospital; IDF offers to move babiesKelsey Ables, Frances Vinall, Sarah Dadouch, Adela Suliman, Claire Parker and Dan Rosenzweig-Ziff • November 12, 2023",https://www.washingtonpost.com/world/2023/11/11/israel-hamas-war-gaza-palestine-live/,News
wapo,11/11/2023,"U.S. is warned about its global standing as Gaza suffering persistsMichael Birnbaum • November 13, 2023",https://www.washingtonpost.com/national-security/2023/11/11/us-israel-gaza-civilian-deaths/,News
wapo,11/11/2023,"War in Gaza has some posting more than ever. Others are going dark. Dan Rosenzweig-Ziff • November 11, 2023",https://www.washingtonpost.com/world/2023/11/11/israel-gaza-war-social-media-habits/,News
wapo,11/10/2023,"Fake celebrity statements and videos on Israel-Hamas war — and other news literacy lessonsValerie Strauss • November 10, 2023",https://www.washingtonpost.com/education/2023/11/10/fake-celebrity-statements-war-news-literacy/,News
wapo,11/10/2023,"Israel-Gaza war live updates: Patients flee besieged Gaza hospitals; Netanyahu says he doesn’t ‘seek to occupy Gaza’Kelsey Ables, Frances Vinall, Adela Suliman, Miriam Berger, Sarah Dadouch and Bryan Pietsch • November 11, 2023",https://www.washingtonpost.com/world/2023/11/10/israel-hamas-war-gaza-palestine-live/,News
wapo,11/10/2023,"Israel’s hunt for Hamas puts Gaza’s al-Shifa Hospital under siegeLouisa Loveluck, Cate Brown, Meg Kelly and Michael Birnbaum • November 11, 2023",https://www.washingtonpost.com/world/2023/11/10/shifa-hospital-hamas-gaza-israel/,News
wapo,11/10/2023,"The punishing military doctrine that Israel may be following in GazaIshaan Tharoor • November 9, 2023",https://www.washingtonpost.com/world/2023/11/10/israel-dahiya-doctrine-disproportionate-strategy-military-gaza-idf/,News
wapo,11/10/2023,"White House urges Israel to curtail settler violence in West BankYasmeen Abutaleb • November 10, 2023",https://www.washingtonpost.com/politics/2023/11/10/white-house-israel-west-bank-violence/,News
wapo,11/10/2023,"Why a State Department official resigned over Biden’s handling of IsraelTheodoric Meyer, Leigh Ann Caldwell, Tyler Pager and Tobi Raji • November 10, 2023",https://www.washingtonpost.com/politics/2023/11/10/why-state-department-official-resigned-over-bidens-handling-israel/,News
wapo,11/10/2023,"Black Christian leaders call for cease-fire in GazaJack Jenkins • November 10, 2023",https://www.washingtonpost.com/religion/2023/11/10/israel-gaza-conflict-black-christians/,News
wapo,11/10/2023,"Fighting rages around Gaza’s hospitals as civilians flee for safetyClaire Parker, Miriam Berger, Sarah Dadouch, Paul Schemm and Carrie Keller-Lynn • November 10, 2023",https://www.washingtonpost.com/world/2023/11/10/gaza-israel-palestinians-hospitals-hamas/,News
wapo,11/10/2023,"University of Maryland condemns antisemitic message during protestSusan Svrluga • November 11, 2023",https://www.washingtonpost.com/education/2023/11/10/university-of-maryland-antisemitism-protest-israel-gaza/,News
wapo,11/9/2023,"Palestinian and Israeli chefs feel war’s ripples in their U.S. restaurantsMaham Javaid and Amber Ferguson • November 9, 2023",https://www.washingtonpost.com/nation/2023/11/09/palestinian-israeli-food-restuarants-war/,News
wapo,11/9/2023,"Biden’s secrecy on arms transfers to Israel unnerves some DemocratsJohn Hudson • November 9, 2023",https://www.washingtonpost.com/national-security/2023/11/09/us-aid-israel-weapons-secrecy/,News
wapo,11/9/2023,"Israel agrees to humanitarian pauses, but gulf with U.S. remainsKaren DeYoung • November 9, 2023",https://www.washingtonpost.com/national-security/2023/11/09/israel-humanitarian-pauses-gaza/,News
wapo,11/9/2023,"Israel-Gaza war: Israel agrees to 4-hour pauses in northern Gaza fighting, U.S. saysFrances Vinall, Niha Masih, Adela Suliman, Jennifer Hassan, Bryan Pietsch and Karen DeYoung • November 10, 2023",https://www.washingtonpost.com/world/2023/11/09/israel-war-gaza-hamas-news-palestine/,News
